?#DB-ID;Nummer;Name;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Tarifnummer;Relationscode;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate;Umgebungskarte;Umgebungskarte (ME)
114;278;Münster Viadukt;Münster Viadukt;de:8111:278;8111000;Stuttgart;Stuttgart;S;20;20;421;Stadtbahn;U14;U14;20014_;1;20;2736652,999;5413802,318;;
115;279;Weserstraße;Weserstraße;de:8111:279;8111000;Stuttgart;Stuttgart;S;20;20;421;"Bus;Nachtbus";55,56,N4;55,56,N4;30055_,30056_,33004_;3;30,33;2736130,445;5414431,653;;
116;280;Kraftwerk Münster;Kraftwerk Münster;de:8111:280;8111000;Stuttgart;Stuttgart;S;20;20;421;Stadtbahn;U14;U14;20014_;1;20;2736326,784;5413491,014;;
117;281;Mühlsteg;Mühlsteg;de:8111:281;8111000;Stuttgart;Stuttgart;S;20;20;20;"Stadtbahn;Nachtbus";U14,N4;U14,N4;20014_,33004_;2;20,33;2736201,729;5413005,379;;
118;288;Suttnerstraße;Suttnerstraße;de:8111:288;8111000;Stuttgart;Stuttgart;S;20;20;21;"Nachtbus;Stadtbahn";U7,N5;U7,N5;20007_,33005_;2;20,33;2735420,642;5416481,677;;
119;289;Himmelsleiter;Himmelsleiter;de:8111:289;8111000;Stuttgart;Stuttgart;S;20;20;21;"Stadtbahn;Nachtbus";U7,N5;U7,N5;20007_,33005_;2;20,33;2735088,946;5416081,024;;
120;296;Mittnachtstraße;Mittnachtstraße;de:8111:296;8111000;Stuttgart;Stuttgart;S;10;10;10;Stadtbahn;U12;U12;20012_;1;20;2734399,744;5411643,432;;
121;297;Milchhof;Milchhof;de:8111:297;8111000;Stuttgart;Stuttgart;S;10;10;10;Stadtbahn;U12;U12;20012_;1;20;2734398,196;5411098,581;;
122;298;Pragfriedhof;Pragfriedhof;de:8111:298;8111000;Stuttgart;Stuttgart;S;10;10;10;Stadtbahn;U12;U12;20012_;1;20;2733950,837;5411142,029;;
125;303;Friedhofstraße;Friedhofstraße;de:8111:303;8111000;Stuttgart;Stuttgart;S;10;10;10;Nachtbus;N3,N4;N3,N4;33003_,33004_;2;33;2733829,707;5411166,294;;
127;306;Tal-/Ostendstraße;Tal-/Ostendstraße;de:8111:306;8111000;Stuttgart;Stuttgart;S;10;10;10;Nachtbus;N5,N7;N5,N7;33005_,33007_;2;33;2735780,973;5409809,15;;
128;309;Karlstraße;Musberg Karlstraße;de:8116:309;8116078;Leinfeld.-Echterd.;Musberg;ES;38;38;38;Nachtbus;N76;N76;34076_;1;34;2729702,923;5399903,767;;
129;310;Friedhof;Musberg Friedhof;de:8116:310;8116078;Leinfeld.-Echterd.;Musberg;ES;38;38;38;Nachtbus;N76;N76;34076_;1;34;2730142,805;5399693,762;;
132;316;Filderbahnstraße;Filderbahnstraße;de:8111:316;8111000;Stuttgart;Stuttgart;S;20;20;822;Nachtbus;N10;N10;33010_;1;33;2731531,584;5403742,16;;
134;318;Elsterstaffel;Elsterstaffel;de:8111:318;8111000;Stuttgart;Stuttgart;S;10;10;10;Nachtbus;N1;N1;33001_;1;33;2731586,645;5407072,099;uSuedh.pdf;
135;319;Losäcker;Losäcker;de:8111:319;8111000;Stuttgart;Stuttgart;S;20;20;21;Nachtbus;N3;N3;33003_;1;33;2727038,111;5413321,903;;
136;320;Laichlestraße;Gerlingen Laichlestr.;de:8118:320;8118019;Gerlingen;Gerlingen;LB;36;36;36;"Nachtbus;Bus";635,N3;635,N3;31635_,33003_;2;31,33;2726430,305;5412482,782;;
137;321;Gnesener Straße;Gnesener Straße;de:8111:321;8111000;Stuttgart;Stuttgart;S;20;20;20;"Stadtbahn;Nachtbus";U2,N5;U2,N5;20002_,33005_;2;20,33;2737181,821;5413369,514;;
138;322;Kursaal;Kursaal;de:8111:322;8111000;Stuttgart;Stuttgart;S;20;20;20;"Stadtbahn;Nachtbus";U2,N5;U2,N5;20002_,33005_;2;20,33;2736721,417;5412981,813;;
139;323;Daimlerplatz;Daimlerplatz;de:8111:323;8111000;Stuttgart;Stuttgart;S;20;20;20;Stadtbahn;U2;U2;20002_;1;20;2736484,517;5412538,835;;
140;341;Nägelestraße;Nägelestraße;de:8111:341;8111000;Stuttgart;Stuttgart;S;20;20;722;"Linientaxi;Zahnradbahn";10,LT10;10,LT10;21010_,52010_;2;21,52;2733383,833;5406446,924;ufernseh.pdf;
141;342;Wielandshöhe;Wielandshöhe;de:8111:342;8111000;Stuttgart;Stuttgart;S;10;10;10;"Zahnradbahn;Linientaxi";10,LT10;10,LT10;21010_,52010_;2;21,52;2733125,624;5407052,637;ufernseh.pdf;
142;343;Pfaffenweg;Pfaffenweg;de:8111:343;8111000;Stuttgart;Stuttgart;S;10;10;10;"Linientaxi;Zahnradbahn";10,LT10;10,LT10;21010_,52010_;2;21,52;2732899,786;5407345,171;ufernseh.pdf;
143;344;Liststraße;Liststraße;de:8111:344;8111000;Stuttgart;Stuttgart;S;10;10;10;"Zahnradbahn;Linientaxi";10,LT10;10,LT10;21010_,52010_;2;21,52;2733010,659;5407631,947;;
144;350;SSB-Zentrum;SSB-Zentrum;de:8111:350;8111000;Stuttgart;Stuttgart;S;20;20;822;Stadtbahn;U3,U8,U12;U3,U8,U12;20003_,20008_,20012_;3;20;2730286,642;5403542,905;;
145;353;Plieninger Straße;Plieninger Straße;de:8111:353;8111000;Stuttgart;Stuttgart;S;20;20;822;"Nachtbus;Stadtbahn";U3,N9;U3,N9;20003_,33009_;2;20,33;2732295,907;5403329,633;usalz.pdf;
146;354;Sigmaringer Straße;Sigmaringer Straße;de:8111:354;8111000;Stuttgart;Stuttgart;S;20;20;822;Stadtbahn;U3;U3;20003_;1;20;2732007,165;5403820,981;;
147;355;Wallgraben;Wallgraben;de:8111:355;8111000;Stuttgart;Stuttgart;S;20;20;22;"Stadtbahn;Nachtbus";U3,U8,U12,N10;U3,U8,U12,N10;20003_,20008_,20012_,33010_;4;20,33;2729797,97;5403567,718;;
148;356;Jurastraße;Jurastraße;de:8111:356;8111000;Stuttgart;Stuttgart;S;20;20;22;Stadtbahn;U3,U8,U12;U3,U8,U12;20003_,20008_,20012_;3;20;2729375,618;5403739,348;uJurastr.pdf;
149;360;Salzäcker;Salzäcker;de:8111:360;8111000;Stuttgart;Stuttgart;S;20;20;822;"Nachtbus;Stadtbahn";U3,N9;U3,N9;20003_,33009_;2;20,33;2732676,973;5403062,237;usalz.pdf;
150;361;Freytagweg;Freytagweg;de:8111:361;8111000;Stuttgart;Stuttgart;S;20,38;138;538;"Nachtbus;Bus";72,N9;72,N9;30072_,33009_;2;30,33;2732376,586;5401713,484;uFasbon.pdf;
152;363;Fasanenhof Schelmenwasen;Fasanenhof Schelmenwasen;de:8111:363;8111000;Stuttgart;Stuttgart;S;20,38;138;538;Stadtbahn;U6;U6;20006_;1;20;2733394,596;5401496,204;uFasschelm.pdf;
153;364;Fasanenhof;Fasanenhof;de:8111:364;8111000;Stuttgart;Stuttgart;S;20,38;138;538;"Bus;Nachtbus;Stadtbahn";U6,72,N9;U6,72,N9;20006_,30072_,33009_;3;20,30,33;2732078,351;5401784,858;uFasbon.pdf;
154;370;Kelterstraße;Kelterstraße;de:8111:370;8111000;Stuttgart;Stuttgart;S;10;10;10;Nachtbus;N1;N1;33001_;1;33;2731971,639;5407289,563;;
155;371;Tunnelstraße;Tunnelstraße;de:8111:371;8111000;Stuttgart;Stuttgart;S;20;20;21;Nachtbus;N3;N3;33003_;1;33;2732815,256;5413121,167;;
793381;372;Villastraße;Villastraße;de:8111:372;8111000;Stuttgart;Stuttgart;S;;10;10;Nachtbus;N4;N4;33004_;1;33;2735393,128;5411263,998;;
2236736;373;Moselstraße;Stuttgart Moselstraße;de:8111:373;8111000;Stuttgart;Stuttgart;S;;20;421;Nachtbus;N4;N4;33004_;1;33;2736329,31;5414518,614;;
2236739;374;Rembrandtstraße;Stuttgart Rembrandtstraße;de:8111:374;8111000;Stuttgart;Stuttgart;S;;20;822;Nachtbus;N9;N9;33009_;1;33;2731773,856;5403718,657;;
14150849;375;Bieler Weg;Bieler Weg;de:8111:375;8111000;Stuttgart;Stuttgart;S;;20;620;Nachtbus;N7;N7;33007_;1;33;2736519,278;5404950,119;;
14195244;376;Ulmenstraße;Ulmenstraße;de:8111:376;8111000;Stuttgart;Stuttgart;S;;0;10;Nachtbus;N1;N1;33001_;1;33;2731850,072;5407248,72;;
15539475;501;Ortsmitte;Ortsmitte;de:8111:501;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1,B2,B3,B4;B1,B2,B3,B4;410B1_,410B2_,410B3_,410B4_;4;41;2729890,928;5409264,489;;
15539477;502;Alte Stuttgarter-/Nöllenstr.;Alte Stuttgarter-/Nöllenstr.;de:8111:502;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1,B3;B1,B3;410B1_,410B3_;2;41;2729701,504;5409243,001;;
15539479;503;Nöllenstr./Leo-Fall-Weg;Nöllenstr./Leo-Fall-Weg;de:8111:503;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1;B1;410B1_;1;41;2729561,309;5408938,048;;
15539481;504;Am Buberlesbach/G.-Mahler-Str.;Am Buberlesbach/G.-Mahler-Str.;de:8111:504;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1;B1;410B1_;1;41;2729457,198;5409064,129;;
15539483;505;G.-Mahler-Str. (Wendeplatte);G.-Mahler-Str. (Wendeplatte);de:8111:505;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1;B1;410B1_;1;41;2729306,224;5408930,997;;
15539485;506;Eltinger-/Kauffmannstr.;Eltinger-/Kauffmannstr.;de:8111:506;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1,B3;B1,B3;410B1_,410B3_;2;41;2729683,524;5409343,437;;
15539487;507;Eltinger-/Sommerhaldenstr.;Eltinger-/Sommerhaldenstr.;de:8111:507;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1;B1;410B1_;1;41;2729387,129;5409342,767;;
15539489;508;Sommerhaldenstr. (Wendeplatte);Sommerhaldenstr. (Wendeplatte);de:8111:508;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1;B1;410B1_;1;41;2728758,115;5409218,829;;
15539491;509;Kauffmann-/Belaustr.;Kauffmann-/Belaustr.;de:8111:509;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1;B1;410B1_;1;41;2729379,259;5409288,38;;
15539493;510;Belaustr. (Wendeplatte);Belaustr. (Wendeplatte);de:8111:510;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1;B1;410B1_;1;41;2729102,553;5409169,318;;
15539495;511;Reger-/Schumannstr.;Reger-/Schumannstr.;de:8111:511;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1,B3;B1,B3;410B1_,410B3_;2;41;2729964,725;5409348,514;;
15539497;512;Schumann-/Franz-Schubert-Str.;Schumann-/Franz-Schubert-Str.;de:8111:512;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1,B2,B3,B4;B1,B2,B3,B4;410B1_,410B2_,410B3_,410B4_;4;41;2729977,877;5409268,918;;
15539499;513;F.-Schubert-/A. Stuttg. Str.;F.-Schubert-/A. Stuttg. Str.;de:8111:513;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2,B4;B2,B4;410B2_,410B4_;2;41;2729797,62;5409192,713;;
15539501;514;A.-Stuttg.-/Vaihinger Landstr.;A.-Stuttg.-/Vaihinger Landstr.;de:8111:514;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2,B4;B2,B4;410B2_,410B4_;2;41;2729874,872;5409163,713;;
15539503;515;Vaihinger Land-/Hummelbergstr.;Vaihinger Land-/Hummelbergstr.;de:8111:515;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2,B4;B2,B4;410B2_,410B4_;2;41;2729973,866;5409040,435;;
15539505;516;Vaihinger Landstr./Brahmsweg;Vaihinger Landstr./Brahmsweg;de:8111:516;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2,B4;B2,B4;410B2_,410B4_;2;41;2729964,523;5408998,006;;
15539509;518;Vaihinger Land-/Kullenbergstr.;Vaihinger Land-/Kullenbergstr.;de:8111:518;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2;B2;410B2_;1;41;2729864,994;5408957,03;;
15539511;519;Vaihinger Land-/Gluckstr.;Vaihinger Land-/Gluckstr.;de:8111:519;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2;B2;410B2_;1;41;2729859,518;5408892,723;;
15539513;520;Vaihinger Land-/Brucknerstr.;Vaihinger Land-/Brucknerstr.;de:8111:520;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2;B2;410B2_;1;41;2729853,421;5408793,341;;
15539517;522;Vaih. Landstr./Emma-Aberle-Weg;Vaih. Landstr./Emma-Aberle-Weg;de:8111:522;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2;B2;410B2_;1;41;2729717,603;5408656,8;;
15539519;523;Aspenwald-/Kullenbergstr.;Aspenwald-/Kullenbergstr.;de:8111:523;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2;B2;410B2_;1;41;2729540,949;5408794,042;;
15539521;524;Vaihinger Land-/Lortzingstr.;Vaihinger Land-/Lortzingstr.;de:8111:524;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2,B4;B2,B4;410B2_,410B4_;2;41;2729879,691;5408990,656;;
15539523;525;Hummelberg-/Haydn-/Wengertstr.;Hummelberg-/Haydn-/Wengertstr.;de:8111:525;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2,B4;B2,B4;410B2_,410B4_;2;41;2730056,042;5409089,74;;
15539525;526;Hummelb.-/Beeth.-/Klinglerstr.;Hummelb.-/Beeth.-/Klinglerstr.;de:8111:526;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B2,B4;B2,B4;410B2_,410B4_;2;41;2730168,731;5409203,338;;
15584335;527;Eltinger-/Regerstr.;Eltinger-/Regerstr.;de:8111:527;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B1;B1;410B1_;1;41;2729657,951;5409382,485;;
15584337;528;Furtw.-/Verdi-/Offenbachstr.;Furtw.-/Verdi-/Offenbachstr.;de:8111:528;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B3;B3;410B3_;1;41;2730012,283;5409564,694;;
15584339;529;Leharstr. (Wendeplatte);Leharstr. (Wendeplatte);de:8111:529;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B3;B3;410B3_;1;41;2730197,51;5409591,024;;
15584341;530;Verdi-/Donizettistr.;Verdi-/Donizettistr.;de:8111:530;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B3;B3;410B3_;1;41;2729622,726;5409539,322;;
15584343;531;Donizetti-/Elt.st./Chopinstr.;Donizetti-/Elt.st./Chopinstr.;de:8111:531;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B3;B3;410B3_;1;41;2729319,328;5409462,268;;
15584345;532;Chopinstr. (Wendeplatte);Chopinstr. (Wendeplatte);de:8111:532;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B3;B3;410B3_;1;41;2728711,981;5409322,159;;
15584347;533;Verdistr./Ob. Kirchhaldenweg;Verdistr./Ob. Kirchhaldenweg;de:8111:533;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B3;B3;410B3_;1;41;2729698,369;5409703,534;;
15584349;534;Oberer -/Mittl. Kirchhaldenweg;Oberer -/Mittl. Kirchhaldenweg;de:8111:534;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B3;B3;410B3_;1;41;2729355,937;5409625,942;;
15584351;535;Ob. Kirchh.-/Mittl.Bauernw.weg;Ob. Kirchh.-/Mittl.Bauernw.weg;de:8111:535;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B3;B3;410B3_;1;41;2729159,898;5409645,252;;
15584353;536;Mittl.B.w.weg/B.wald-/P-L-str.;Mittl.B.w.weg/B.wald-/P-L-str.;de:8111:536;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B3;B3;410B3_;1;41;2729890,771;5409827,285;;
15584357;538;Lortzingstr./Fleckenwaldweg;Lortzingstr./Fleckenwaldweg;de:8111:538;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B4;B4;410B4_;1;41;2730003,145;5408907,397;;
15584359;539;Lortzing-/Brucknerstr.;Lortzing-/Brucknerstr.;de:8111:539;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B4;B4;410B4_;1;41;2730125,638;5408823,099;;
15584361;540;Bruckner-/Lindpaintnerstr.;Bruckner-/Lindpaintnerstr.;de:8111:540;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B4;B4;410B4_;1;41;2730005,527;5408669,152;;
15584363;541;Lindpaintnerstr. (Wendeplatte);Lindpaintnerstr. (Wendeplatte);de:8111:541;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B4;B4;410B4_;1;41;2729783,789;5408375,004;;
15584365;542;Auberlen-/Brahmsweg;Auberlen-/Brahmsweg;de:8111:542;8111000;Stuttgart;Stuttgart;S;;0;;Bürgerbus;B4;B4;410B4_;1;41;2730253,228;5408838,143;;
187;1003;Höfingen;Höfingen;de:8115:1003;8115028;Leonberg;Höfingen;BB;36,46;146;146;S-Bahn;S6,S60;S6,S60;10006_,10060_;2;10;2722280,719;5413036,116;uHoefing.pdf;me_plaene\ME_Hoefing.pdf
188;1200;Zazenhausen;Zazenhausen;de:8111:1200;8111000;Stuttgart;Stuttgart;S;20;20;21;R-Bahn;R11;R11;11011_;1;11;2734897,042;5415919,227;;
189;1300;Sommerrain;Sommerrain;de:8111:1300;8111000;Stuttgart;Stuttgart;S;20;20;820;"Bus;R-Bahn;S-Bahn";S2,S3,R2,R3,54,58;S2,S3,R2,R3,54,58;10002_,10003_,11002_,11003_,30054_,30058_;6;10,11,30;2738592,473;5413735,615;usommerr.pdf;me_plaene\ME_Sommerr.pdf
190;1301;Malmsheim;Malmsheim;de:8115:1301;8115041;Renningen;Malmsheim;BB;56;56;56;S-Bahn;S6;S6;10006_;1;10;2713574,557;5407863,269;uMalmsh.pdf;me_plaene\ME_Malmsh.pdf
191;1302;Rutesheim;Rutesheim;de:8115:1302;8115042;Rutesheim;Rutesheim;BB;46,56;156;156;"S-Bahn;Bus";S6,S60,655;S6,S60,655;10006_,10060_,31655_;3;10,31;2717487,456;5410057,268;uRutesh.pdf;me_plaene\ME_Rutesh.pdf
192;1303;Weil der Stadt;Weil der Stadt;de:8115:1303;8115050;Weil der Stadt;Weil der Stadt;BB;56;56;56;"Bus;S-Bahn";S6,663,664,665,666,670,766;S6,663,664,665,666,670,766;10006_,31663_,31664_,31665_,31666_,31670_,31766_;7;10,31;2711252,521;5405956,343;uweildst.pdf;me_plaene\ME_Weildst.pdf
193;1400;Bietigheim;Bietigheim;de:8118:1400;8118079;Bietigheim-Bissingen;Bietigheim;LB;45;45;45;"S-Bahn;Nachtbus;Bus;R-Bahn";S5,R4,R5,540,542,544,551,552,553,554,555,556,557,558,559,561,564,565,566,567,567A,572,N56,N57,N58;S5,R4,R5,540,542,544,551,552,553,554,555,556,557,558,559,561,564,565,566,567,567A,572,N56,N57,N58;10005_,11004_,11005_,31540_,31542_,31544_,31551_,31552_,31553_,31554_,31555_,31556_,31557_,31558_,31559_,31561_,31564_,31565_,31566_,31567_,31567a,31572_,34056_,34057_,34058_;25;10,11,31,34;2729851,416;5428150,879;ubietig.pdf;me_plaene\ME_Bietig.pdf
194;1402;Kornwestheim;Kornwestheim;de:8118:1402;8118046;Kornwestheim;Kornwestheim;LB;34;34;34;"R-Bahn;Bus;S-Bahn";S4,S5,R4,R5,R11,411,412,413,414;S4,S5,R4,R5,R11,411,412,413,414;10004_,10005_,11004_,11005_,11011_,31411_,31412_,31413_,31414_;9;10,11,31;2733343,609;5418715,06;uKornwes.pdf;me_plaene\ME_Kornwes.pdf
195;1403;Neuwirtsh. (Porschep.);Neuwirtsh. (Porschep.);de:8111:1403;8111000;Stuttgart;Stuttgart;S;20;20;21;S-Bahn;S6,S60;S6,S60;10006_,10060_;2;10;2731444,748;5415495,593;uneuwirts.pdf;me_plaene\ME_Neuwirts.pdf
196;1500;Benningen (N);Benningen (N);de:8118:1500;8118006;Benningen (N);Benningen (N);LB;44;44;44;S-Bahn;S4;S4;10004_;1;10;2737684,181;5428013,818;uBenning.pdf;me_plaene\ME_Benning.pdf
197;1503;Freiberg (N);Freiberg (N);de:8118:1503;8118078;Freiberg (N);Freiberg (N);LB;44;44;44;"Bus;Nachtbus;S-Bahn";S4,444,446,459,564,N44;S4,444,446,459,564,N44;10004_,31444_,31446_,31459_,31564_,34044_;6;10,31,34;2734342,092;5426346,496;uFreiber.pdf;me_plaene\ME_Freiber.pdf
198;1504;Münster;Münster;de:8111:1504;8111000;Stuttgart;Stuttgart;S;20;20;421;"Bus;R-Bahn";R11,55,56;R11,55,56;11011_,30055_,30056_;3;11,3;2736196,526;5414228,961;;
199;1601;Nellmersbach;Nellmersbach;de:8119:1601;8119042;Leutenbach;Nellmersbach;WN;43;43;43;"S-Bahn;R-Bahn";S3,R3;S3,R3;10003_,11003_;2;10,11;2750419,931;5424070,365;uNellmer.pdf;me_plaene\ME_Nellmer.pdf
200;1602;Neustadt-Hohenacker;Neustadt-Hohenacker;de:8119:1602;8119079;Waiblingen;Neustadt;WN;32,43;143;143;"R-Bahn;S-Bahn;Bus";S3,R3,201;S3,R3,201;10003_,11003_,31201_;3;10,11,31;2743987,845;5418878,858;uneustad.pdf;me_plaene\ME_Neustad.pdf
201;1603;Schwaikheim;Schwaikheim;de:8119:1603;8119068;Schwaikheim;Schwaikheim;WN;43;43;43;"Bus;S-Bahn;R-Bahn";S3,R3,210;S3,R3,210;10003_,11003_,31210_;3;10,11,31;2746144,713;5419979,54;uschwaik.pdf;me_plaene\ME_Schwaik.pdf
202;1604;Ebitzweg;Ebitzweg;de:8111:1604;8111000;Stuttgart;Stuttgart;S;20;20;20;"Stadtbahn;R-Bahn";R11,U13;R11,U13;11011_,20013_;2;11,2;2737424,664;5412417,683;uAugsPl.pdf;me_plaene\ME_AugsPl.pdf
203;1701;Stetten-Beinstein;Stetten-Beinstein;de:8119:1701;8119091;Weinstadt;Endersbach;WN;32,42;142;142;"S-Bahn;R-Bahn;Bus";S2,R2,116;S2,R2,116;10002_,11002_,31116_;3;10,11,31;2746249,227;5413702,151;uStetten.pdf;me_plaene\ME_Stetten.pdf
204;1702;Geradstetten;Geradstetten;de:8119:1702;8119090;Remshalden;Geradstetten;WN;42,52;152;152;"R-Bahn;S-Bahn";S2,R2;S2,R2;10002_,11002_;2;10,11;2752680,21;5413241,733;uGeradst.pdf;me_plaene\ME_Geradst.pdf
205;1703;Grunbach;Grunbach;de:8119:1703;8119090;Remshalden;Grunbach;WN;42;42;42;"S-Bahn;R-Bahn;Bus";S2,R2,217,310;S2,R2,217,310;10002_,11002_,31217_,31310_;4;10,11,31;2751145,7;5413753,086;uGrunb.pdf;me_plaene\ME_Grunb.pdf
206;1704;Weiler (R);Weiler (R);de:8119:1704;8119067;Schorndorf;Weiler (R);WN;52;52;52;"S-Bahn;R-Bahn";S2,R2;S2,R2;10002_,11002_;2;10,11;2757287,797;5412901,66;uWeiler.pdf;me_plaene\ME_Weiler.pdf
207;1705;Winterbach;Winterbach;de:8119:1705;8119086;Winterbach;Winterbach;WN;52;52;52;"R-Bahn;S-Bahn";S2,R2;S2,R2;10002_,11002_;2;10,11;2755808,332;5412625,965;uWinterb.pdf;me_plaene\ME_Winterb.pdf
208;1800;Altbach;Altbach;de:8116:1800;8116004;Altbach;Altbach;ES;41;41;41;"S-Bahn;R-Bahn";S1,R1,R8;S1,R1,R8;10001_,11001_,11008_;3;10,11;2748907,477;5403610,434;ualtbach.pdf;me_plaene\ME_Altbach.pdf
209;1801;Mettingen;Mettingen;de:8116:1801;8116019;Esslingen (N);Mettingen;ES;31;31;31;"S-Bahn;Bus;R-Bahn;Ruftaxi";S1,R1,R8,101,102,RT10;S1,R1,R8,101,102,RT10;10001_,11001_,11008_,31101_,31102_,53010_;6;10,11,31,53;2740932,841;5406244,676;umettin.pdf;me_plaene\ME_Mettin.pdf
210;1802;Oberesslingen;Oberesslingen;de:8116:1802;8116019;Esslingen (N);Oberesslingen;ES;31;31;31;"Bus;R-Bahn;S-Bahn";S1,R1,R8,132,138;S1,R1,R8,132,138;10001_,11001_,11008_,31132_,31138_;5;10,11,31;2744803,646;5404490,344;uOberess.pdf;me_plaene\ME_Oberess.pdf
211;1803;Zell;Zell;de:8116:1803;8116019;Esslingen (N);Zell (Essl.);ES;31,41;141;141;"R-Bahn;Bus;S-Bahn";S1,R1,R8,102,103,115,138,140;S1,R1,R8,102,103,115,138,140;10001_,11001_,11008_,31102_,31103_,31115_,31138_,31140_;8;10,11,31;2747196,585;5403973,692;uzell.pdf;me_plaene\ME_Zell.pdf
212;1905;Filderstadt;Filderstadt;de:8116:1905;8116077;Filderstadt;Bernhausen;ES;38,39;339;339;S-Bahn;S2;S2;10002_;1;10;2736993,413;5398199,904;uFilders.pdf;me_plaene\ME_Filders.pdf
213;1910;Ellental;Ellental;de:8118:1910;8118079;Bietigheim-Bissingen;Bietigheim;LB;45;45;45;"Bus;R-Bahn";R5,551,552,553,554,555,556,557;R5,551,552,553,554,555,556,557;11005_,31551_,31552_,31553_,31554_,31555_,31556_,31557_;8;11,31;2728824,656;5428918,446;uEllental.pdf;me_plaene\ME_Ellental.pdf
214;1995;Obere Sulzwiesen;Altenriet Obere Sulzwiesen;de:8116:1995;8116006;Altenriet;Altenriet;ES;59;59;59;Bus;189;189;31189_;1;31;2737487,793;5388355,935;;
215;1997;Raiffeisenstraße;Bonlanden Raiffeisenstraße;de:8116:1997;8116077;Filderstadt;Bonlanden;ES;38,39;339;339;Bus;E,75,809;E,75,809;30036a,30075_,30075a,31809_;4;30,31;2737921,5;5396247,521;;
216;1998;Johanneskirche;Bernhausen Johanneskirche;de:8116:1998;8116077;Filderstadt;Bernhausen;ES;38,39;339;339;Bus;36,806;36,806;30036_,31806_;2;30,31;2736223,561;5398421,969;;
217;1999;Rosenstraße;Bernhausen Rosenstraße;de:8116:1999;8116077;Filderstadt;Bernhausen;ES;38,39;339;339;Bus;36,806;36,806;30036_,31806_;2;30,31;2736513,433;5398334,235;;
218;2000;Rudolfshöhe;Aich Rudolfshöhe;de:8116:2000;8116081;Aichtal;Aich;ES;49,59;159;159;Bus;E,75,167,190;E,75,167,190;30036a,30075_,30075a,31167_,31190_;5;30,31;2739230,422;5393218,493;;
219;2001;Ort;Aich Ort;de:8116:2001;8116081;Aichtal;Aich;ES;49,59;159;159;"Nachtbus;Bus";E,75,167,190,809,N92;E,75,167,190,809,N92;30036a,30075_,30075a,31167_,31190_,31809_,34092_;7;30,31,34;2738913,053;5392375,788;;
220;2003;Siedlung;Aich Siedlung;de:8116:2003;8116081;Aichtal;Aich;ES;49,59;159;159;Bus;E,75,190;E,75,190;30036a,30075_,30075a,31190_;4;30,31;2738555,298;5392508,934;;
